Reporting Period,Permissions,Chart Feature 1,Chart Feature 2,GBP Value,Ratio,Chart,Year
2021Q1,NA,Total,50%,NA,10.009532512301439,Chart 4.3,2021
2021Q1,NA,Total,75%,NA,21.874746580149434,Chart 4.3,2021
2021Q2,NA,Assistance,25%,NA,0.10360086328689358,Chart 4.3,2021
2021Q2,NA,Assistance,50%,NA,3.786464997134141,Chart 4.3,2021
2021Q2,NA,Assistance,75%,NA,7.565047049895954,Chart 4.3,2021
2021Q2,NA,Credit,25%,NA,1.9578864525012507,Chart 4.3,2021
2021Q2,NA,Credit,50%,NA,7.681360550066765,Chart 4.3,2021
2021Q2,NA,Credit,75%,NA,13.921636247806651,Chart 4.3,2021
2021Q2,NA,Financial loss,25%,NA,3.3152196440943764,Chart 4.3,2021
2021Q2,NA,Financial loss,50%,NA,5.915716543139727,Chart 4.3,2021
2021Q2,NA,Financial loss,75%,NA,12.987770821278492,Chart 4.3,2021
2021Q2,NA,General liability,25%,NA,6.422325467137123,Chart 4.3,2021
2021Q2,NA,General liability,50%,NA,11.37569156198836,Chart 4.3,2021
2021Q2,NA,General liability,75%,NA,18.856543123764368,Chart 4.3,2021
2021Q2,NA,Income protection,25%,NA,2.4196143077813823,Chart 4.3,2021
2021Q2,NA,Income protection,50%,NA,6.215294591219141,Chart 4.3,2021
2021Q2,NA,Income protection,75%,NA,10.202793745600928,Chart 4.3,2021
2021Q2,NA,Legal expenses,25%,NA,-0.9636672741941478,Chart 4.3,2021
2021Q2,NA,Legal expenses,50%,NA,3.809888773706259,Chart 4.3,2021
2021Q2,NA,Legal expenses,75%,NA,9.769676735081905,Chart 4.3,2021
2021Q2,NA,"Marine, Aviation and Transport",25%,NA,7.053091446447173,Chart 4.3,2021
2021Q2,NA,"Marine, Aviation and Transport",50%,NA,13.185547383044128,Chart 4.3,2021
2021Q2,NA,"Marine, Aviation and Transport",75%,NA,23.982169824677925,Chart 4.3,2021
2021Q2,NA,Medical expense,25%,NA,1.721815406132604,Chart 4.3,2021
2021Q2,NA,Medical expense,50%,NA,6.228956228956229,Chart 4.3,2021
2021Q2,NA,Medical expense,75%,NA,16.09891970598166,Chart 4.3,2021
2021Q2,NA,Motor liability,25%,NA,4.957588934594786,Chart 4.3,2021
2021Q2,NA,Motor liability,50%,NA,8.278881344671495,Chart 4.3,2021
2021Q2,NA,Motor liability,75%,NA,16.966557497608655,Chart 4.3,2021
2021Q2,NA,Motor other,25%,NA,3.149875067464495,Chart 4.3,2021
2021Q2,NA,Motor other,50%,NA,7.032777853824126,Chart 4.3,2021
2021Q2,NA,Motor other,75%,NA,11.025928236296629,Chart 4.3,2021
2021Q2,NA,Property,25%,NA,4.680778090612694,Chart 4.3,2021
2021Q2,NA,Property,50%,NA,7.694243189396375,Chart 4.3,2021
2021Q2,NA,Property,75%,NA,15.442845143171919,Chart 4.3,2021
2021Q2,NA,Total,25%,NA,6,Chart 4.3,2021
2021Q2,NA,Total,50%,NA,11.929017814329475,Chart 4.3,2021
2021Q2,NA,Total,75%,NA,23.652884952440782,Chart 4.3,2021
2021Q3,NA,Assistance,25%,NA,1.99900954071821,Chart 4.3,2021
2021Q3,NA,Assistance,50%,NA,4.682288004214839,Chart 4.3,2021
2021Q3,NA,Assistance,75%,NA,12.669040386282294,Chart 4.3,2021
2021Q3,NA,Credit,25%,NA,3.1298874893223747,Chart 4.3,2021
2021Q3,NA,Credit,50%,NA,8.347717524611378,Chart 4.3,2021
2021Q3,NA,Credit,75%,NA,12.791434634967692,Chart 4.3,2021
2021Q3,NA,Financial loss,25%,NA,3.458248186073353,Chart 4.3,2021
2021Q3,NA,Financial loss,50%,NA,7.188939633974146,Chart 4.3,2021
2021Q3,NA,Financial loss,75%,NA,14.280197817536813,Chart 4.3,2021
2021Q3,NA,General liability,25%,NA,6.421966602962669,Chart 4.3,2021
2021Q3,NA,General liability,50%,NA,10.396680812211697,Chart 4.3,2021
2021Q3,NA,General liability,75%,NA,19.689508236282965,Chart 4.3,2021
2021Q3,NA,Income protection,25%,NA,1.3849510538164111,Chart 4.3,2021
2021Q3,NA,Income protection,50%,NA,5.994688308514456,Chart 4.3,2021
2021Q3,NA,Income protection,75%,NA,10.13697633559735,Chart 4.3,2021
2021Q3,NA,Legal expenses,25%,NA,-0.3637169474912078,Chart 4.3,2021
2021Q3,NA,Legal expenses,50%,NA,2.8482563623634825,Chart 4.3,2021
2021Q3,NA,Legal expenses,75%,NA,8.897009369367703,Chart 4.3,2021
2021Q3,NA,"Marine, Aviation and Transport",25%,NA,6.648604114881544,Chart 4.3,2021
2021Q3,NA,"Marine, Aviation and Transport",50%,NA,13.033426815052273,Chart 4.3,2021
2021Q3,NA,"Marine, Aviation and Transport",75%,NA,24.755634279100857,Chart 4.3,2021
2021Q3,NA,Medical expense,25%,NA,1.748145914404823,Chart 4.3,2021
2021Q3,NA,Medical expense,50%,NA,7.418973865314257,Chart 4.3,2021
2021Q3,NA,Medical expense,75%,NA,17.04670527569967,Chart 4.3,2021
2021Q3,NA,Motor liability,25%,NA,5.948328025378716,Chart 4.3,2021
2021Q3,NA,Motor liability,50%,NA,8.488543084049875,Chart 4.3,2021
2021Q3,NA,Motor liability,75%,NA,17.34691511244069,Chart 4.3,2021
2021Q3,NA,Motor other,25%,NA,2.7827225354661977,Chart 4.3,2021
2021Q3,NA,Motor other,50%,NA,6.561192041232053,Chart 4.3,2021
2021Q3,NA,Motor other,75%,NA,10.379479312861639,Chart 4.3,2021
2021Q3,NA,Property,25%,NA,4.830222599884708,Chart 4.3,2021
2021Q3,NA,Property,50%,NA,7.442615431690959,Chart 4.3,2021
2021Q3,NA,Property,75%,NA,13.046456267906926,Chart 4.3,2021
2021Q3,NA,Total,25%,NA,6.022149079910939,Chart 4.3,2021
2021Q3,NA,Total,50%,NA,10.983744346228914,Chart 4.3,2021
2021Q3,NA,Total,75%,NA,23.652884952440782,Chart 4.3,2021
2021Q4,NA,Assistance,25%,NA,1.4469874116346302,Chart 4.3,2021
2021Q4,NA,Assistance,50%,NA,3.4384428784510215,Chart 4.3,2021
2021Q4,NA,Assistance,75%,NA,6.785774748281832,Chart 4.3,2021
2021Q4,NA,Credit,25%,NA,0.42665753594673966,Chart 4.3,2021
2021Q4,NA,Credit,50%,NA,7.914631092321886,Chart 4.3,2021
2021Q4,NA,Credit,75%,NA,12.262158701099386,Chart 4.3,2021
2021Q4,NA,Financial loss,25%,NA,3.905896215697858,Chart 4.3,2021
2021Q4,NA,Financial loss,50%,NA,7.74352113997783,Chart 4.3,2021
2021Q4,NA,Financial loss,75%,NA,15.0028712740799,Chart 4.3,2021
2021Q4,NA,General liability,25%,NA,5.558829064196963,Chart 4.3,2021
2021Q4,NA,General liability,50%,NA,10.623045870518046,Chart 4.3,2021
2021Q4,NA,General liability,75%,NA,19.021892771043177,Chart 4.3,2021
2021Q4,NA,Income protection,25%,NA,4.957100369394762,Chart 4.3,2021
2021Q4,NA,Income protection,50%,NA,7.6985051119059875,Chart 4.3,2021
2021Q4,NA,Income protection,75%,NA,13.934700352521617,Chart 4.3,2021
2021Q4,NA,Legal expenses,25%,NA,-0.24043656169326824,Chart 4.3,2021
2021Q4,NA,Legal expenses,50%,NA,4.716920416182996,Chart 4.3,2021
2021Q4,NA,Legal expenses,75%,NA,11.738667007925896,Chart 4.3,2021
2021Q4,NA,"Marine, Aviation and Transport",25%,NA,6.798823956059088,Chart 4.3,2021
2021Q4,NA,"Marine, Aviation and Transport",50%,NA,11.27527365840808,Chart 4.3,2021
2021Q4,NA,"Marine, Aviation and Transport",75%,NA,27.963140131851056,Chart 4.3,2021
2021Q4,NA,Medical expense,25%,NA,1.0025883099972246,Chart 4.3,2021
2021Q4,NA,Medical expense,50%,NA,6.8587299194707425,Chart 4.3,2021
2021Q4,NA,Medical expense,75%,NA,16.35933968331333,Chart 4.3,2021
2021Q4,NA,Motor liability,25%,NA,4.888486288759086,Chart 4.3,2021
2021Q4,NA,Motor liability,50%,NA,8.278881344429392,Chart 4.3,2021
2021Q4,NA,Motor liability,75%,NA,13.425404483400563,Chart 4.3,2021
2021Q4,NA,Motor other,25%,NA,2.8915453253643237,Chart 4.3,2021
2021Q4,NA,Motor other,50%,NA,6.835408481555538,Chart 4.3,2021
2021Q4,NA,Motor other,75%,NA,10.963975447842984,Chart 4.3,2021
2021Q4,NA,Property,25%,NA,4.621726562422887,Chart 4.3,2021
2021Q4,NA,Property,50%,NA,7.5054073558506795,Chart 4.3,2021
2021Q4,NA,Property,75%,NA,11.963326225766401,Chart 4.3,2021
2021Q4,NA,Total,25%,NA,5.789429283651186,Chart 4.3,2021
2021Q4,NA,Total,50%,NA,10.814143014823891,Chart 4.3,2021
2021Q4,NA,Total,75%,NA,22.58168536355896,Chart 4.3,2021
2022Q1,NA,Assistance,25%,NA,0.6527641352571854,Chart 4.3,2022
2022Q1,NA,Assistance,50%,NA,3.434630600146618,Chart 4.3,2022
2022Q1,NA,Assistance,75%,NA,5.853165652559852,Chart 4.3,2022
2022Q1,NA,Credit,25%,NA,-0.4751293506825235,Chart 4.3,2022
2022Q1,NA,Credit,50%,NA,6.773287697147776,Chart 4.3,2022
2022Q1,NA,Credit,75%,NA,11.623238586478443,Chart 4.3,2022
2022Q1,NA,Financial loss,25%,NA,3.8449401014646396,Chart 4.3,2022
2022Q1,NA,Financial loss,50%,NA,6.942649207486087,Chart 4.3,2022
2022Q1,NA,Financial loss,75%,NA,15.080775743990769,Chart 4.3,2022
2022Q1,NA,General liability,25%,NA,5.709778558790844,Chart 4.3,2022
2022Q1,NA,General liability,50%,NA,11.446100883799392,Chart 4.3,2022
2022Q1,NA,General liability,75%,NA,20.727396528636106,Chart 4.3,2022
2022Q1,NA,Income protection,25%,NA,4.665888297844775,Chart 4.3,2022
2022Q1,NA,Income protection,50%,NA,7.581178293816035,Chart 4.3,2022
2022Q1,NA,Income protection,75%,NA,12.468415453540118,Chart 4.3,2022
2022Q1,NA,Legal expenses,25%,NA,-2.3210804607057205,Chart 4.3,2022
2022Q1,NA,Legal expenses,50%,NA,4.001709496429058,Chart 4.3,2022
2022Q1,NA,Legal expenses,75%,NA,11.76320151638788,Chart 4.3,2022
2022Q1,NA,"Marine, Aviation and Transport",25%,NA,5.630960086325521,Chart 4.3,2022
2022Q1,NA,"Marine, Aviation and Transport",50%,NA,9.446264033021045,Chart 4.3,2022
2022Q1,NA,"Marine, Aviation and Transport",75%,NA,26.523105612650394,Chart 4.3,2022
2022Q1,NA,Medical expense,25%,NA,0.38433655272340284,Chart 4.3,2022
2022Q1,NA,Medical expense,50%,NA,5.669302852101599,Chart 4.3,2022
2022Q1,NA,Medical expense,75%,NA,18.690070527383064,Chart 4.3,2022
2022Q1,NA,Motor liability,25%,NA,5.051210751790957,Chart 4.3,2022
2022Q1,NA,Motor liability,50%,NA,8.499328754914483,Chart 4.3,2022
2022Q1,NA,Motor liability,75%,NA,13.226964621407403,Chart 4.3,2022
2022Q1,NA,Motor other,25%,NA,2.522974534897793,Chart 4.3,2022
2022Q1,NA,Motor other,50%,NA,5.940289240842213,Chart 4.3,2022
2022Q1,NA,Motor other,75%,NA,10.36428221100955,Chart 4.3,2022
2022Q1,NA,Property,25%,NA,4.5035186881601685,Chart 4.3,2022
2022Q1,NA,Property,50%,NA,7.3198345789650165,Chart 4.3,2022
2022Q1,NA,Property,75%,NA,11.697262106141476,Chart 4.3,2022
2022Q1,NA,Total,25%,NA,5.266600035530838,Chart 4.3,2022
2022Q1,NA,Total,50%,NA,10.661076520381316,Chart 4.3,2022
2022Q1,NA,Total,75%,NA,22.203345578368264,Chart 4.3,2022
2022Q2,NA,Assistance,25%,NA,2.6525386484415714,Chart 4.3,2022
2022Q2,NA,Assistance,50%,NA,4.191087589795902,Chart 4.3,2022
2022Q2,NA,Assistance,75%,NA,8.593160521773626,Chart 4.3,2022
2022Q2,NA,Credit,25%,NA,0,Chart 4.3,2022
2022Q2,NA,Credit,50%,NA,6.757019241520862,Chart 4.3,2022
2022Q2,NA,Credit,75%,NA,12.048995483857261,Chart 4.3,2022
2022Q2,NA,Financial loss,25%,NA,3.426009351697147,Chart 4.3,2022
2022Q2,NA,Financial loss,50%,NA,6.97536768420155,Chart 4.3,2022
2022Q2,NA,Financial loss,75%,NA,15.106743900627723,Chart 4.3,2022
2022Q2,NA,General liability,25%,NA,5.387892872961871,Chart 4.3,2022
2022Q2,NA,General liability,50%,NA,10.507907542579076,Chart 4.3,2022
2022Q2,NA,General liability,75%,NA,19.50950026631535,Chart 4.3,2022
2022Q2,NA,Income protection,25%,NA,3.608039654736478,Chart 4.3,2022
2022Q2,NA,Income protection,50%,NA,5.6637057490761995,Chart 4.3,2022
2022Q2,NA,Income protection,75%,NA,12.980824879001565,Chart 4.3,2022
2022Q2,NA,Legal expenses,25%,NA,-0,Chart 4.3,2022
2022Q2,NA,Legal expenses,50%,NA,6.47596214542614,Chart 4.3,2022
2022Q2,NA,Legal expenses,75%,NA,15.220817531326025,Chart 4.3,2022
2022Q2,NA,"Marine, Aviation and Transport",25%,NA,5.649755854259114,Chart 4.3,2022
2022Q2,NA,"Marine, Aviation and Transport",50%,NA,10.047945004191511,Chart 4.3,2022
2022Q2,NA,"Marine, Aviation and Transport",75%,NA,27.47329528838045,Chart 4.3,2022
2022Q2,NA,Medical expense,25%,NA,1.0868600432840987,Chart 4.3,2022
2022Q2,NA,Medical expense,50%,NA,4.867022264801339,Chart 4.3,2022
2022Q2,NA,Medical expense,75%,NA,13.387215878753228,Chart 4.3,2022
2022Q2,NA,Motor liability,25%,NA,4.297225141741788,Chart 4.3,2022
2022Q2,NA,Motor liability,50%,NA,6.666860515330589,Chart 4.3,2022
2022Q2,NA,Motor liability,75%,NA,12.989307035250059,Chart 4.3,2022
2022Q2,NA,Motor other,25%,NA,2.9065387550376562,Chart 4.3,2022
2022Q2,NA,Motor other,50%,NA,5.04660878958856,Chart 4.3,2022
2022Q2,NA,Motor other,75%,NA,10.806478389560764,Chart 4.3,2022
2022Q2,NA,Property,25%,NA,4.6547169989716055,Chart 4.3,2022
2022Q2,NA,Property,50%,NA,7.359114252749713,Chart 4.3,2022
2022Q2,NA,Property,75%,NA,12.471897366177476,Chart 4.3,2022
2022Q2,NA,Total,25%,NA,5.165513946641596,Chart 4.3,2022
2022Q2,NA,Total,50%,NA,10.443359741948875,Chart 4.3,2022
2022Q2,NA,Total,75%,NA,20.862363733199835,Chart 4.3,2022
2022Q3,NA,Assistance,25%,NA,2.3887599762113867,Chart 4.3,2022
2022Q3,NA,Assistance,50%,NA,4.433687235036592,Chart 4.3,2022
2022Q3,NA,Assistance,75%,NA,10.692871196701395,Chart 4.3,2022
2022Q3,NA,Credit,25%,NA,0,Chart 4.3,2022
2022Q3,NA,Credit,50%,NA,6.67863000084962,Chart 4.3,2022
2022Q3,NA,Credit,75%,NA,11.84381532544531,Chart 4.3,2022
2022Q3,NA,Financial loss,25%,NA,3.089428322508797,Chart 4.3,2022
2022Q3,NA,Financial loss,50%,NA,6.8699630644824285,Chart 4.3,2022
2022Q3,NA,Financial loss,75%,NA,14.695417475640916,Chart 4.3,2022
2022Q3,NA,General liability,25%,NA,5.164720842847624,Chart 4.3,2022
2022Q3,NA,General liability,50%,NA,10.304956902343823,Chart 4.3,2022
2022Q3,NA,General liability,75%,NA,18.492942361032515,Chart 4.3,2022
2022Q3,NA,Income protection,25%,NA,1.5351909111439295,Chart 4.3,2022
2022Q3,NA,Income protection,50%,NA,5.761108250211162,Chart 4.3,2022
2022Q3,NA,Income protection,75%,NA,11.062993294690715,Chart 4.3,2022
2022Q3,NA,Legal expenses,25%,NA,-0,Chart 4.3,2022
2022Q3,NA,Legal expenses,50%,NA,6.338775455743422,Chart 4.3,2022
2022Q3,NA,Legal expenses,75%,NA,15.19999998951929,Chart 4.3,2022
2022Q3,NA,"Marine, Aviation and Transport",25%,NA,5.917199942454446,Chart 4.3,2022
2022Q3,NA,"Marine, Aviation and Transport",50%,NA,9.768008747728835,Chart 4.3,2022
2022Q3,NA,"Marine, Aviation and Transport",75%,NA,26.523105612650394,Chart 4.3,2022
2022Q3,NA,Medical expense,25%,NA,1.1622619536908618,Chart 4.3,2022
2022Q3,NA,Medical expense,50%,NA,5.718738549793753,Chart 4.3,2022
2022Q3,NA,Medical expense,75%,NA,13.396682221415546,Chart 4.3,2022
2022Q3,NA,Motor liability,25%,NA,3.984877285694223,Chart 4.3,2022
2022Q3,NA,Motor liability,50%,NA,6.485513723461494,Chart 4.3,2022
2022Q3,NA,Motor liability,75%,NA,12.913501314813699,Chart 4.3,2022
2022Q3,NA,Motor other,25%,NA,2.7715159027334937,Chart 4.3,2022
2022Q3,NA,Motor other,50%,NA,5.3364239032357075,Chart 4.3,2022
2022Q3,NA,Motor other,75%,NA,10.23124628911048,Chart 4.3,2022
2022Q3,NA,Property,25%,NA,4.495252705246662,Chart 4.3,2022
2022Q3,NA,Property,50%,NA,6.851849048831412,Chart 4.3,2022
2022Q3,NA,Property,75%,NA,12.1478330113485,Chart 4.3,2022
2022Q3,NA,Total,25%,NA,4.901474643406289,Chart 4.3,2022
2022Q3,NA,Total,50%,NA,10.274831665959004,Chart 4.3,2022
2022Q3,NA,Total,75%,NA,20.81519660353187,Chart 4.3,2022
2022Q4,NA,Assistance,25%,NA,0.2540527047304783,Chart 4.3,2022
2022Q4,NA,Assistance,50%,NA,4.158067185867431,Chart 4.3,2022
2022Q4,NA,Assistance,75%,NA,9.366817152585194,Chart 4.3,2022
2022Q4,NA,Credit,25%,NA,-2.0700809226638537,Chart 4.3,2022
2022Q4,NA,Credit,50%,NA,5.640982120473174,Chart 4.3,2022
2022Q4,NA,Credit,75%,NA,11.033632256194407,Chart 4.3,2022
2022Q4,NA,Financial loss,25%,NA,1.3270504725606636,Chart 4.3,2022
2022Q4,NA,Financial loss,50%,NA,5.925536200314448,Chart 4.3,2022
2022Q4,NA,Financial loss,75%,NA,13.626022608064167,Chart 4.3,2022
2022Q4,NA,General liability,25%,NA,5.039583678985733,Chart 4.3,2022
2022Q4,NA,General liability,50%,NA,9.461883191604931,Chart 4.3,2022
2022Q4,NA,General liability,75%,NA,15.88035315601006,Chart 4.3,2022
2022Q4,NA,Income protection,25%,NA,1.202117884160191,Chart 4.3,2022
2022Q4,NA,Income protection,50%,NA,5.179638354470936,Chart 4.3,2022
2022Q4,NA,Income protection,75%,NA,12.474911439232491,Chart 4.3,2022
2022Q4,NA,Legal expenses,25%,NA,0,Chart 4.3,2022
2022Q4,NA,Legal expenses,50%,NA,3.9884052729529205,Chart 4.3,2022
2022Q4,NA,Legal expenses,75%,NA,12.643151454339371,Chart 4.3,2022
2022Q4,NA,"Marine, Aviation and Transport",25%,NA,5.141965828210638,Chart 4.3,2022
2022Q4,NA,"Marine, Aviation and Transport",50%,NA,11.347746078853547,Chart 4.3,2022
2022Q4,NA,"Marine, Aviation and Transport",75%,NA,21.569350166125577,Chart 4.3,2022
2022Q4,NA,Medical expense,25%,NA,1.3753404965302685,Chart 4.3,2022
2022Q4,NA,Medical expense,50%,NA,5.356835833401955,Chart 4.3,2022
2022Q4,NA,Medical expense,75%,NA,15.15025119048565,Chart 4.3,2022
2022Q4,NA,Motor liability,25%,NA,4.197832746272273,Chart 4.3,2022
2022Q4,NA,Motor liability,50%,NA,7.068867612349412,Chart 4.3,2022
2022Q4,NA,Motor liability,75%,NA,12.793914661538242,Chart 4.3,2022
2022Q4,NA,Motor other,25%,NA,2.1324981561452505,Chart 4.3,2022
2022Q4,NA,Motor other,50%,NA,4.862253945912028,Chart 4.3,2022
2022Q4,NA,Motor other,75%,NA,9.627331658882971,Chart 4.3,2022
2022Q4,NA,Property,25%,NA,4.117574932685625,Chart 4.3,2022
2022Q4,NA,Property,50%,NA,6.920623849636365,Chart 4.3,2022
2022Q4,NA,Property,75%,NA,12.838347411798237,Chart 4.3,2022
2022Q4,NA,Total,25%,NA,4.920189841497404,Chart 4.3,2022
2022Q4,NA,Total,50%,NA,9.675940614398673,Chart 4.3,2022
2022Q4,NA,Total,75%,NA,18.353739093950775,Chart 4.3,2022
2023Q1,NA,Assistance,25%,NA,4.080969703697114e-5,Chart 4.3,2023
2023Q1,NA,Assistance,50%,NA,3.8219116735385352,Chart 4.3,2023
2023Q1,NA,Assistance,75%,NA,6.588066145311901,Chart 4.3,2023
2023Q1,NA,Credit,25%,NA,-2.014793067905504,Chart 4.3,2023
2023Q1,NA,Credit,50%,NA,5.404048669918443,Chart 4.3,2023
2023Q1,NA,Credit,75%,NA,11.347141634861659,Chart 4.3,2023
2023Q1,NA,Financial loss,25%,NA,0.5373572664182483,Chart 4.3,2023
2023Q1,NA,Financial loss,50%,NA,6.051245532846039,Chart 4.3,2023
2023Q1,NA,Financial loss,75%,NA,12.685507083981996,Chart 4.3,2023
2023Q1,NA,General liability,25%,NA,5.168739903628718,Chart 4.3,2023
2023Q1,NA,General liability,50%,NA,9.591315218142611,Chart 4.3,2023
2023Q1,NA,General liability,75%,NA,16.774830877224733,Chart 4.3,2023
2023Q1,NA,Income protection,25%,NA,1.259988563624955,Chart 4.3,2023
2023Q1,NA,Income protection,50%,NA,5.277864184141732,Chart 4.3,2023
2023Q1,NA,Income protection,75%,NA,12.296626887243892,Chart 4.3,2023
2023Q1,NA,Legal expenses,25%,NA,-0.12326371512613452,Chart 4.3,2023
2023Q1,NA,Legal expenses,50%,NA,3.6435937965055287,Chart 4.3,2023
2023Q1,NA,Legal expenses,75%,NA,12.535931269084836,Chart 4.3,2023
2023Q1,NA,"Marine, Aviation and Transport",25%,NA,5.797835153649497,Chart 4.3,2023
2023Q1,NA,"Marine, Aviation and Transport",50%,NA,12.057868831896155,Chart 4.3,2023
2023Q1,NA,"Marine, Aviation and Transport",75%,NA,24.452199374321275,Chart 4.3,2023
2023Q1,NA,Medical expense,25%,NA,1.4038933798035382,Chart 4.3,2023
2023Q1,NA,Medical expense,50%,NA,6.043246487267025,Chart 4.3,2023
2023Q1,NA,Medical expense,75%,NA,16.06849027253176,Chart 4.3,2023
2023Q1,NA,Motor liability,25%,NA,3.7531251212530856,Chart 4.3,2023
2023Q1,NA,Motor liability,50%,NA,6.649025164987253,Chart 4.3,2023
2023Q1,NA,Motor liability,75%,NA,12.428711083456852,Chart 4.3,2023
2023Q1,NA,Motor other,25%,NA,1.83088298170394,Chart 4.3,2023
2023Q1,NA,Motor other,50%,NA,5.218149093197767,Chart 4.3,2023
2023Q1,NA,Motor other,75%,NA,9.365521712344275,Chart 4.3,2023
2023Q1,NA,Property,25%,NA,4.130766826106284,Chart 4.3,2023
2023Q1,NA,Property,50%,NA,7.217729048091237,Chart 4.3,2023
2023Q1,NA,Property,75%,NA,13.160179304173713,Chart 4.3,2023
2023Q1,NA,Total,25%,NA,4.901474643406289,Chart 4.3,2023
2023Q1,NA,Total,50%,NA,9.84723656626669,Chart 4.3,2023
2023Q1,NA,Total,75%,NA,18.77417181147875,Chart 4.3,2023
2023Q2,NA,Assistance,25%,NA,-0,Chart 4.3,2023
2023Q2,NA,Assistance,50%,NA,3.678705914997958,Chart 4.3,2023
2023Q2,NA,Assistance,75%,NA,5.88877303257094,Chart 4.3,2023
2023Q2,NA,Credit,25%,NA,-2.1015127494506167,Chart 4.3,2023
2023Q2,NA,Credit,50%,NA,5.119621228077828,Chart 4.3,2023
2023Q2,NA,Credit,75%,NA,11.966745075713845,Chart 4.3,2023
2023Q2,NA,Financial loss,25%,NA,0.3990880905893298,Chart 4.3,2023
2023Q2,NA,Financial loss,50%,NA,6.132840942616798,Chart 4.3,2023
2023Q2,NA,Financial loss,75%,NA,11.910317825127542,Chart 4.3,2023
2023Q2,NA,General liability,25%,NA,5.175840208618319,Chart 4.3,2023
2023Q2,NA,General liability,50%,NA,9.260245188001289,Chart 4.3,2023
2023Q2,NA,General liability,75%,NA,16.7434847130841,Chart 4.3,2023
2023Q2,NA,Income protection,25%,NA,0.8185122840984673,Chart 4.3,2023
2023Q2,NA,Income protection,50%,NA,5.40619107138292,Chart 4.3,2023
2023Q2,NA,Income protection,75%,NA,12.461565774803832,Chart 4.3,2023
2023Q2,NA,Legal expenses,25%,NA,-0,Chart 4.3,2023
2023Q2,NA,Legal expenses,50%,NA,3.6435937965055287,Chart 4.3,2023
2023Q2,NA,Legal expenses,75%,NA,12.280949562470699,Chart 4.3,2023
2023Q2,NA,"Marine, Aviation and Transport",25%,NA,5.63780974770053,Chart 4.3,2023
2023Q2,NA,"Marine, Aviation and Transport",50%,NA,11.848291714554383,Chart 4.3,2023
2023Q2,NA,"Marine, Aviation and Transport",75%,NA,19.695588805881954,Chart 4.3,2023
2023Q2,NA,Medical expense,25%,NA,1.3446100157329504,Chart 4.3,2023
2023Q2,NA,Medical expense,50%,NA,6,Chart 4.3,2023
2023Q2,NA,Medical expense,75%,NA,16.374569966547128,Chart 4.3,2023
2023Q2,NA,Motor liability,25%,NA,4.367527085665037,Chart 4.3,2023
2023Q2,NA,Motor liability,50%,NA,7.1328271843180096,Chart 4.3,2023
2023Q2,NA,Motor liability,75%,NA,13.630772341259112,Chart 4.3,2023
2023Q2,NA,Motor other,25%,NA,2.3936720827930484,Chart 4.3,2023
2023Q2,NA,Motor other,50%,NA,4.418615671683147,Chart 4.3,2023
2023Q2,NA,Motor other,75%,NA,9.52727163869265,Chart 4.3,2023
2023Q2,NA,Property,25%,NA,4.320663545400507,Chart 4.3,2023
2023Q2,NA,Property,50%,NA,7.113200183430732,Chart 4.3,2023
2023Q2,NA,Property,75%,NA,13.162380305207902,Chart 4.3,2023
2023Q2,NA,Total,25%,NA,4.8580028862132005,Chart 4.3,2023
2023Q2,NA,Total,50%,NA,9.517187146616608,Chart 4.3,2023
2023Q2,NA,Total,75%,NA,17.899431886283946,Chart 4.3,2023
2023Q3,NA,Assistance,25%,NA,5.7034044194389254e-5,Chart 4.3,2023
2023Q3,NA,Assistance,50%,NA,3.678705914997958,Chart 4.3,2023
2023Q3,NA,Assistance,75%,NA,5.852222277946232,Chart 4.3,2023
2023Q3,NA,Credit,25%,NA,-1.3814536336785213,Chart 4.3,2023
2023Q3,NA,Credit,50%,NA,5.90204425512826,Chart 4.3,2023
2023Q3,NA,Credit,75%,NA,12.3306894151667,Chart 4.3,2023
2023Q3,NA,Financial loss,25%,NA,0.6236619816990279,Chart 4.3,2023
2023Q3,NA,Financial loss,50%,NA,5.994114761814036,Chart 4.3,2023
2023Q3,NA,Financial loss,75%,NA,13.015346189188962,Chart 4.3,2023
2023Q3,NA,General liability,25%,NA,5.2066485090768,Chart 4.3,2023
2023Q3,NA,General liability,50%,NA,9.290548076008731,Chart 4.3,2023
2023Q3,NA,General liability,75%,NA,16.736048472506603,Chart 4.3,2023
2023Q3,NA,Income protection,25%,NA,1.028505845765899,Chart 4.3,2023
2023Q3,NA,Income protection,50%,NA,5.513307944089148,Chart 4.3,2023
2023Q3,NA,Income protection,75%,NA,10.888471926468986,Chart 4.3,2023
2023Q3,NA,Legal expenses,25%,NA,-0,Chart 4.3,2023
2023Q3,NA,Legal expenses,50%,NA,3.538947200067197,Chart 4.3,2023
2023Q3,NA,Legal expenses,75%,NA,12.74210192416218,Chart 4.3,2023
2023Q3,NA,"Marine, Aviation and Transport",25%,NA,6.004678186993321,Chart 4.3,2023
2023Q3,NA,"Marine, Aviation and Transport",50%,NA,11.820764969993272,Chart 4.3,2023
2023Q3,NA,"Marine, Aviation and Transport",75%,NA,19.672460766667314,Chart 4.3,2023
2023Q3,NA,Medical expense,25%,NA,1.4498155594252093,Chart 4.3,2023
2023Q3,NA,Medical expense,50%,NA,5.721867528671005,Chart 4.3,2023
2023Q3,NA,Medical expense,75%,NA,15.15025119048565,Chart 4.3,2023
